,id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
6969,652,tt0332452,3.177517,175000000,497409852,Troy,Brad Pitt|Orlando Bloom|Eric Bana|Brian Cox|Sean Bean,,Wolfgang Petersen,For passion. For honor. For destiny. For victory. For love.,brother brother relationship|adultery|beauty|trojan war|bravery,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",163,War|Adventure|Drama,Plan B Entertainment|Warner Bros.|Nimar Studios|Radiant Productions|Helena Productions,5/13/04,1598,6.8,2004,202027944.967126,574232515.462641
629,157336,tt0816692,24.949134,165000000,621752480,Interstellar,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,http://www.interstellarmovie.net/,Christopher Nolan,Mankind was born on Earth. It was never meant to die here.,saving the world|artificial intelligence|father-son relationship|single parent|nasa,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,169,Adventure|Drama|Science Fiction,Paramount Pictures|Legendary Pictures|Warner Bros.|Syncopy|Lynda Obst Productions,11/5/14,6498,8.0,2014,151980023.37729,572690645.122961
10606,838,tt0069704,0.684079,777000,115000000,American Graffiti,Richard Dreyfuss|Ron Howard|Paul Le Mat|Charles Martin Smith|Cindy Williams,,George Lucas,Where were you in '62?,farewell|rock and roll|robbery|love at first sight|car race,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,110,Comedy|Drama,Lucasfilm|Universal Pictures|The Coppola Company,8/1/73,145,6.5,1973,3815970.99272706,564783351.56192
10660,10671,tt0065377,0.336237,10000000,100489151,Airport,Burt Lancaster|Dean Martin|Jean Seberg|Jacqueline Bisset|George Kennedy,,George Seaton,The #1 novel of the year - now a motion picture!,bomb|based on novel|airport|desperation|snow storm,"Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",137,Action|Drama|Thriller,Universal Pictures|Ross Hunter Productions Inc.,3/5/70,33,6.2,1970,56163683.4390146,564384086.581934
10438,657,tt0057076,2.508235,2500000,78898765,From Russia With Love,Sean Connery|Daniela Bianchi|Lotte Lenya|Robert Shaw|Bernard Lee,http://www.mgm.com/view/movie/717/From-Russia-With-Love/,Terence Young,The world's masters of murder pull out all the stops to destroy Agent 007!,venice|london|terror|england|assassination,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy",115,Action|Thriller|Adventure,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,10/11/63,458,6.7,1963,17800448.4288968,561773358.994459
663,82702,tt1646971,3.489106,145000000,609123048,How to Train Your Dragon 2,Jay Baruchel|Gerard Butler|Kristen Wiig|Jonah Hill|Cate Blanchett,http://www.howtotrainyourdragon.com/,Dean DeBlois,The training is over.,father-son relationship|wife husband relationship|sacrifice|viking|sequel,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",102,Fantasy|Action|Adventure|Animation|Comedy,DreamWorks Animation|Mad Hatter Entertainment,6/12/14,2152,7.7,2014,133558202.361861,561057788.331434
8244,772,tt0104431,3.822939,18000000,358991681,Home Alone 2: Lost In New York,Macaulay Culkin|Joe Pesci|Catherine O'Hara|Daniel Stern|John Heard,,Chris Columbus,He's up past his bedtime in the city that never sleeps.,holiday|new york|new york city|christmas,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit cardâ€”despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",120,Comedy|Family|Adventure|Crime,Twentieth Century Fox Film Corporation|Hughes Entertainment,11/19/92,1426,6.2,1992,27972436.5826012,557881779.469661
4186,36955,tt0111503,1.843243,115000000,378882411,True Lies,Arnold Schwarzenegger|Jamie Lee Curtis|Tom Arnold|Bill Paxton|Tia Carrere,,James Cameron,"When he said I do, he never said what he did.",spy|terrorist|florida|gun|horseback riding,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",141,Action|Thriller,Twentieth Century Fox Film Corporation|Lightstorm Entertainment,7/14/94,620,6.6,1994,169177829.583788,557378295.308286
10226,5503,tt0106977,1.708867,44000000,368875760,The Fugitive,Harrison Ford|Tommy Lee Jones|Sela Ward|Julianne Moore|Joe Pantoliano,,Andrew Davis,A murdered wife. A one-armed man. An obsessed detective. The chase begins.,chicago|showdown|undercover|surgeon|death sentence,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt.",130,Adventure|Action|Thriller|Crime|Mystery,Warner Bros.,8/6/93,717,7.0,1993,66416678.3147432,556806879.318782
2641,161,tt0240772,2.642249,85000000,450717150,Ocean's Eleven,George Clooney|Brad Pitt|Matt Damon|Andy GarcÃ­a|Julia Roberts,http://www.warnerbros.co.uk/movies/oceans-eleven,Steven Soderbergh,Are you in or out?,prison|pickpocket|strip club|con artist|atlantic city,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",116,Thriller|Crime,Village Roadshow Pictures|Section Eight|NPV Entertainment|Jerry Weintraub Productions|Warner Bros.,12/7/01,2645,7.0,2001,104676489.918976,555052814.215116
7427,35,tt0462538,1.380432,75000000,527068851,The Simpsons Movie,Dan Castellaneta|Julie Kavner|Nancy Cartwright|Yeardley Smith|Hank Azaria,http://www.simpsonsmovie.com/,David Silverman,See our family. And feel better about yours.,father-son relationship|lake|springfield|the simpsons|duff beer,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",87,Animation|Comedy|Family,Gracie Films|Twentieth Century Fox Film Corporation,7/25/07,1258,6.9,2007,78875143.6973659,554301751.480407
2642,676,tt0213149,2.478879,140000000,449220945,Pearl Harbor,Ben Affleck|Josh Hartnett|Kate Beckinsale|Cuba Gooding Jr.|Jon Voight,,Michael Bay,"December 7, 1941 - A day that shall live in infamy.",nurse|patriotism|hawaii|world war ii|pilot,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",183,History|Romance|War,Jerry Bruckheimer Films|Touchstone Pictures,5/21/01,1044,6.6,2001,172408336.337138,553210255.537478
8255,402,tt0103772,1.070577,49000000,352927224,Basic Instinct,Michael Douglas|Sharon Stone|George Dzundza|Jeanne Tripplehorn|Denis Arndt,https://www.sonymoviechannel.com/movies/basic-instinct,Paul Verhoeven,A brutal murder. A brilliant killer. A cop who can't resist the danger.,dancing|male nudity|female nudity|sexual obsession|san francisco,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.",127,Thriller|Mystery,TriStar Pictures|Canal+|Carolco Pictures,3/20/92,444,6.4,1992,76147188.4748588,548457466.200749
7,286217,tt3659388,7.6674,108000000,595380321,The Martian,Matt Damon|Jessica Chastain|Kristen Wiig|Jeff Daniels|Michael PeÃ±a,http://www.foxmovies.com/movies/the-martian,Ridley Scott,Bring Him Home,based on novel|mars|nasa|isolation|botanist,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",141,Drama|Adventure|Science Fiction,Twentieth Century Fox Film Corporation|Scott Free Productions|Mid Atlantic Films|International Traders|TSG Entertainment,9/30/15,4572,7.6,2015,99359956.2816192,547749654.310152
5483,49519,tt0481499,1.432796,135000000,585178928,The Croods,Nicolas Cage|Emma Stone|Ryan Reynolds|Catherine Keener|Cloris Leachman,http://www.thecroodsmovie.com/,Kirk De Micco,Meet the first modern family.,stone age|daughter|father|prehistoric|ancient world,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",98,Adventure|Animation|Comedy|Family|Fantasy,DreamWorks Animation,3/20/13,1755,6.8,2013,126364502.619957,547746993.928887
5483,49519,tt0481499,1.432796,135000000,585178928,The Croods,Nicolas Cage|Emma Stone|Ryan Reynolds|Catherine Keener|Cloris Leachman,http://www.thecroodsmovie.com/,Chris Sanders,Meet the first modern family.,stone age|daughter|father|prehistoric|ancient world,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",98,Adventure|Animation|Comedy|Family|Fantasy,DreamWorks Animation,3/20/13,1755,6.8,2013,126364502.619957,547746993.928887
3494,41513,tt0472181,0.879003,110000000,563749323,The Smurfs,Neil Patrick Harris|Jayma Mays|Anton Yelchin|Hank Azaria|Alan Cumming,http://www.smurfhappens.com/,Raja Gosnell,Smurf Happens.,moon|magic wand|based on comic book|good vs evil|smurf,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",103,Animation|Family|Adventure|Comedy|Fantasy,Columbia Pictures|Sony Pictures Animation|Kerner Entertainment Company,7/29/11,797,5.5,2011,106633784.685061,546497490.228467
2413,564,tt0120616,2.94377,80000000,415885488,The Mummy,Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo|Kevin J. O'Connor,http://www.mummyvideo.com/,Stephen Sommers,The legend you know. The adventure you have yet to imagine.,library|secret passage|cairo|egypt|pastor,"Dashing legionnaire Rick O'Connell and Beni, his weasel of a companion, stumble upon the hidden ruins of Hamunaptra while in the midst of a battle in 1923, 3,000 years after Imhotep has suffered a fate worse than death; his body will remain undead for all eternity as a punishment for a forbidden love.",124,Adventure|Fantasy|Horror|Action|Thriller,Universal Pictures|Alphaville Films,5/6/99,1562,6.3,1999,104724227.727545,544416081.923668
8664,8358,tt0162222,2.197205,90000000,429632142,Cast Away,Tom Hanks|Helen Hunt|Chris Noth|Paul Sanchez|Lari White,,Robert Zemeckis,"At the edge of the world, his journey begins.",exotic island|suicide attempt|volleyball|loneliness|plane crash,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",143,Adventure|Drama,DreamWorks SKG|Twentieth Century Fox Film Corporation|Playtone|ImageMovers,12/22/00,1854,7.3,2000,113966290.290882,544039793.482951
1924,20352,tt1323594,3.791881,69000000,543513985,Despicable Me,Steve Carell|Jason Segel|Russell Brand|Julie Andrews|Will Arnett,http://www.despicable.me/,Pierre Coffin,Superbad. Superdad.,adoptive father|orphanage|life's dream|rival|stealing,"In a happy suburban neighbourhood surrounded by white picket fences with flowering rose bushes, sits a black house with a dead lawn. Unbeknownst to the neighbours, hidden deep beneath this home is a vast secret hideout. Surrounded by an army of tireless, little yellow minions, we discover Gru, planning the biggest heist in the history of the world. He is going to steal the moon (Yes, the moon!) to prove to his Mum that he is better than the other super-villains, especially the new kid on the block, Vector. Gru delights in all things wicked. Armed with his arsenal of shrink rays, freeze guns and battle-ready vehicles for land and air, he vanquishes all who stand in his way. Until the day he encounters the immense will of three little orphaned girls who look at him and see something that no one else has ever seen: a potential dad.",95,Action|Animation|Family,Universal Pictures|Illumination Entertainment,7/8/10,4851,7.1,2010,69000000.0,543513985.0
1924,20352,tt1323594,3.791881,69000000,543513985,Despicable Me,Steve Carell|Jason Segel|Russell Brand|Julie Andrews|Will Arnett,http://www.despicable.me/,Chris Renaud,Superbad. Superdad.,adoptive father|orphanage|life's dream|rival|stealing,"In a happy suburban neighbourhood surrounded by white picket fences with flowering rose bushes, sits a black house with a dead lawn. Unbeknownst to the neighbours, hidden deep beneath this home is a vast secret hideout. Surrounded by an army of tireless, little yellow minions, we discover Gru, planning the biggest heist in the history of the world. He is going to steal the moon (Yes, the moon!) to prove to his Mum that he is better than the other super-villains, especially the new kid on the block, Vector. Gru delights in all things wicked. Armed with his arsenal of shrink rays, freeze guns and battle-ready vehicles for land and air, he vanquishes all who stand in his way. Until the day he encounters the immense will of three little orphaned girls who look at him and see something that no one else has ever seen: a potential dad.",95,Action|Animation|Family,Universal Pictures|Illumination Entertainment,7/8/10,4851,7.1,2010,69000000.0,543513985.0
3393,49013,tt1216475,2.454226,200000000,559852396,Cars 2,Larry the Cable Guy|Owen Wilson|Michael Caine|Emily Mortimer|Eddie Izzard,http://www.disney.go.com/cars/,John Lasseter,Ka-ciao!,car race|sequel|comedy|animation|best friend,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,106,Animation|Family|Adventure|Comedy,Walt Disney Pictures|Pixar Animation Studios,6/11/11,1277,5.8,2011,193879608.518294,542719816.822545
3393,49013,tt1216475,2.454226,200000000,559852396,Cars 2,Larry the Cable Guy|Owen Wilson|Michael Caine|Emily Mortimer|Eddie Izzard,http://www.disney.go.com/cars/,Brad Lewis,Ka-ciao!,car race|sequel|comedy|animation|best friend,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,106,Animation|Family|Adventure|Comedy,Walt Disney Pictures|Pixar Animation Studios,6/11/11,1277,5.8,2011,193879608.518294,542719816.822545
4976,616,tt0325710,1.622536,140000000,456758981,The Last Samurai,Tom Cruise|Ken Watanabe|William Atherton|Chad Lindberg|Billy Connolly,,Edward Zwick,"In the face of an enemy, in the Heart of One Man, Lies the Soul of a Warrior.",japan|suicide|civil war|indian|war crimes,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",154,Drama|Action|War|History,"Cruise/Wagner Productions|Warner Bros.|Radar Pictures|Bedford Falls Company, The",12/5/03,1093,7.1,2003,165949370.269553,541420466.156522
